minimum_nights,calculated_host_listings_count,availability_365,neighbourhood_n,room_type_n,price
0.0,0.0,0.0,0.09090909090909091,0.0,45
0.0040032025620496394,0.0,0.9342465753424658,0.022727272727272728,0.5,200
0.0024019215372297837,0.0,0.5205479452054794,0.05909090909090909,0.5,100
0.0008006405124099279,0.0,0.5315068493150685,0.1590909090909091,0.5,125
0.0008006405124099279,0.006134969325153375,1.0,0.3818181818181818,0.0,68
0.0032025620496397116,0.003067484662576687,0.2493150684931507,0.02727272727272727,0.5,115
0.0016012810248198558,0.0,0.09863013698630137,0.05454545454545454,0.0,55
0.011208967173738989,0.0,0.0,0.11363636363636363,0.5,65
0.0032025620496397116,0.0,0.024657534246575342,0.03636363636363636,0.5,300
0.0016012810248198558,0.0,0.008219178082191782,0.3090909090909091,0.5,100
0.0016012810248198558,0.0,0.7616438356164383,0.004545454545454545,0.0,98
0.0,0.0,0.0,0.02727272727272727,0.5,100
0.0008006405124099279,0.0,0.0136986301369863,0.03636363636363636,0.5,165
0.004803843074459567,0.0,0.2602739726027397,0.09545454545454544,0.0,55
0.0,0.0,0.9945205479452055,0.6545454545454545,0.0,149
0.0008006405124099279,0.009202453987730062,0.0,0.10454545454545454,0.0,102
0.0,0.009202453987730062,0.9726027397260274,0.00909090909090909,0.0,85
0.0,0.0,0.4904109589041096,0.013636363636363636,0.0,89
0.0008006405124099279,0.0,0.20273972602739726,0.07727272727272727,0.0,45
0.0024019215372297837,0.0,0.0,0.35,0.5,299
0.023218574859887906,0.0,0.0,0.11363636363636363,0.5,130
0.010408326661329063,0.0,0.4821917808219178,0.03636363636363636,0.0,93
0.0008006405124099279,0.0,0.0,0.004545454545454545,0.5,210
0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,200
0.0,0.0,0.2547945205479452,0.2863636363636364,0.0,70
0.0,0.0,0.17534246575342466,0.08181818181818182,0.5,90
0.0,0.03067484662576687,0.904109589041096,0.12727272727272726,0.5,140
0.0,0.0,0.0,0.09090909090909091,0.0,60
0.0008006405124099279,0.003067484662576687,0.936986301369863,0.6818181818181818,0.5,125
0.0,0.015337423312883437,0.3315068493150685,0.16818181818181818,0.0,49
0.0,0.0,0.0,0.3409090909090909,0.5,125
0.0032025620496397116,0.006134969325153375,0.0,0.09545454545454544,0.0,45
0.0,0.009202453987730062,0.5452054794520548,0.01818181818181818,0.0,65
0.0032025620496397116,0.0,0.0,0.05454545454545454,0.0,65
0.0,0.0,0.0,0.5318181818181817,0.0,50
0.0,0.0,0.0,0.08636363636363636,0.0,49
0.0024019215372297837,0.0,0.0,0.20454545454545453,0.5,120
0.0,0.0,1.0,0.08636363636363636,0.0,125
0.0,0.006134969325153375,0.0,0.00909090909090909,0.5,150
0.0016012810248198558,0.003067484662576687,0.3863013698630137,0.05454545454545454,0.5,200
0.0016012810248198558,0.0,0.0,0.022727272727272728,0.5,144
0.0024019215372297837,0.0,0.0,0.1318181818181818,0.5,135
0.0008006405124099279,0.0,0.9589041095890412,0.22272727272727272,0.0,90
0.023218574859887906,0.003067484662576687,0.12328767123287672,0.02727272727272727,0.5,120
0.0008006405124099279,0.0,0.008219178082191782,0.05454545454545454,0.5,160
0.023218574859887906,0.7085889570552147,0.904109589041096,0.08636363636363636,0.5,314
0.0008006405124099279,0.0,0.021917808219178082,0.06818181818181818,0.0,54
0.0016012810248198558,0.003067484662576687,0.852054794520548,0.09999999999999999,0.0,50
0.0008006405124099279,0.0,0.7287671232876712,0.11363636363636363,0.5,275
0.0,0.0,0.052054794520547946,0.00909090909090909,0.0,68
0.0,0.003067484662576687,0.9972602739726028,0.24545454545454545,1.0,50
0.0008006405124099279,0.0,0.0,0.02727272727272727,0.5,125
0.0008006405124099279,0.0,0.5424657534246575,0.09545454545454544,0.0,75
0.0,0.006134969325153375,0.904109589041096,0.5318181818181817,0.0,100
0.0016012810248198558,0.0,0.0,0.03636363636363636,0.5,130
0.0,0.0,0.0,0.21363636363636362,0.5,100
0.0016012810248198558,0.0,0.3424657534246575,0.05909090909090909,0.5,270
0.004803843074459567,0.0,0.0,0.02727272727272727,0.0,48
0.0008006405124099279,0.006134969325153375,0.16164383561643836,0.2909090909090909,0.0,130
0.0016012810248198558,0.0,0.0,0.05454545454545454,0.5,200
0.0,0.0,0.6821917808219178,0.05454545454545454,0.0,43
0.0,0.0,0.2273972602739726,0.2681818181818182,0.0,60
0.0024019215372297837,0.003067484662576687,0.9315068493150686,0.02727272727272727,0.5,130
0.0008006405124099279,0.0,0.0,0.049999999999999996,0.5,275
0.0,0.0,0.3561643835616438,0.4318181818181818,0.5,79
0.0,0.003067484662576687,0.6465753424657534,0.02727272727272727,0.0,48
0.0016012810248198558,0.006134969325153375,0.8273972602739726,0.00909090909090909,0.5,450
0.0016012810248198558,0.0,0.2958904109589041,0.031818181818181815,0.5,639
0.0008006405124099279,0.0,0.0,0.13636363636363635,0.0,40
0.0,0.0,0.19452054794520549,0.09545454545454544,0.0,51
0.0016012810248198558,0.0,0.7698630136986302,0.35909090909090907,0.0,52
0.0,0.003067484662576687,0.8849315068493151,0.06818181818181818,0.0,65
0.023218574859887906,0.19631901840490798,0.8931506849315068,0.049999999999999996,0.5,188
0.0,0.0,0.0,0.013636363636363636,0.0,120
0.0008006405124099279,0.012269938650306749,0.6438356164383562,0.2863636363636364,0.0,58
0.010408326661329063,0.003067484662576687,0.0,0.07272727272727272,0.0,60
0.0008006405124099279,0.006134969325153375,0.008219178082191782,0.031818181818181815,0.0,115
0.0,0.0,0.1178082191780822,0.45909090909090905,0.5,199
0.0032025620496397116,0.0,0.0,0.09999999999999999,0.5,290
0.023218574859887906,0.3680981595092025,1.0,0.031818181818181815,0.5,275
0.0,0.0,0.9342465753424658,0.3318181818181818,0.0,60
0.0,0.018404907975460124,0.9589041095890412,0.5045454545454545,0.0,60
0.0,0.003067484662576687,0.8082191780821918,0.1409090909090909,0.0,50
0.0,0.0,0.0,0.01818181818181818,0.0,75
0.0,0.0,0.043835616438356165,0.05454545454545454,0.5,82
0.0,0.003067484662576687,0.36712328767123287,0.2818181818181818,0.5,150
0.0016012810248198558,0.0,0.0,0.12727272727272726,1.0,99
0.0016012810248198558,0.0,0.0,0.013636363636363636,0.0,65
0.0016012810248198558,0.0,0.18904109589041096,0.09999999999999999,0.5,100
0.0024019215372297837,0.003067484662576687,0.09041095890410959,0.3181818181818182,0.5,72
0.0008006405124099279,0.0,0.07945205479452055,0.13636363636363635,0.0,50
0.0032025620496397116,0.006134969325153375,0.1726027397260274,0.02727272727272727,0.0,81
0.0008006405124099279,0.003067484662576687,0.0,0.02727272727272727,0.5,120
0.0016012810248198558,0.003067484662576687,0.0,0.09545454545454544,0.5,95
0.0016012810248198558,0.0,0.0,0.2909090909090909,0.5,119
0.0024019215372297837,0.0,0.2136986301369863,0.11818181818181818,0.5,220
0.0,0.006134969325153375,0.2493150684931507,0.04090909090909091,0.0,122
0.023218574859887906,0.1411042944785276,0.9616438356164384,0.031818181818181815,0.0,55
0.023218574859887906,0.006134969325153375,0.936986301369863,0.05454545454545454,0.5,218
0.008807045636509206,0.0,0.3232876712328767,0.004545454545454545,0.5,150
0.0008006405124099279,0.0,0.40273972602739727,0.05454545454545454,0.5,212
0.0024019215372297837,0.003067484662576687,0.3424657534246575,0.00909090909090909,0.0,69
0.0008006405124099279,0.0,0.0,0.11818181818181818,0.5,150
0.055244195356285025,0.0,0.0,0.045454545454545456,0.5,70
0.0016012810248198558,0.0,0.12054794520547946,0.12272727272727273,0.5,235
0.023218574859887906,0.0,0.016438356164383564,0.09545454545454544,0.5,78
0.0040032025620496394,0.0,0.1095890410958904,0.05454545454545454,0.5,150
0.0,0.003067484662576687,0.19726027397260273,0.05909090909090909,0.0,89
0.0,0.0,0.0,0.049999999999999996,0.5,200
0.0032025620496397116,0.0,0.0,0.02727272727272727,0.5,175
0.0,0.0,0.873972602739726,0.12727272727272726,0.0,80
0.0016012810248198558,0.003067484662576687,0.0,0.09545454545454544,0.0,50
0.0016012810248198558,0.0,0.43561643835616437,0.00909090909090909,0.5,150
0.0008006405124099279,0.0,0.0,0.10909090909090909,0.0,75
0.0008006405124099279,0.0,0.016438356164383564,0.04090909090909091,0.0,100
0.0,0.003067484662576687,0.9945205479452055,0.03636363636363636,1.0,50
0.0008006405124099279,0.0,0.7452054794520548,0.07727272727272727,0.0,135
0.023218574859887906,0.10122699386503069,0.852054794520548,0.13636363636363635,0.0,65
0.004803843074459567,0.0,0.4904109589041096,0.24545454545454545,1.0,50
0.0016012810248198558,0.0,0.0136986301369863,0.031818181818181815,0.5,390
0.0,0.0,0.0,0.0,0.5,95
0.010408326661329063,0.0,0.08493150684931507,0.09545454545454544,0.0,52
0.0008006405124099279,0.0,0.052054794520547946,0.09545454545454544,0.5,162
0.0032025620496397116,0.0,0.4767123287671233,0.32727272727272727,0.0,45
0.0,0.003067484662576687,0.4904109589041096,0.40909090909090906,0.0,79
0.006405124099279423,0.0,0.0,0.20454545454545453,0.0,60
0.0016012810248198558,0.0,0.07397260273972603,0.06363636363636363,0.0,76
0.0,0.0,0.673972602739726,0.03636363636363636,0.0,99
0.0008006405124099279,0.0,0.0,0.13636363636363635,0.0,45
0.0008006405124099279,0.0,0.7890410958904109,0.37727272727272726,0.5,144
0.023218574859887906,0.05828220858895705,0.7452054794520548,0.031818181818181815,0.5,130
0.0,0.0,0.0,0.00909090909090909,0.5,89
0.0008006405124099279,0.0,0.0,0.12727272727272726,0.5,125
0.0,0.006134969325153375,0.2054794520547945,0.05454545454545454,1.0,40
0.024019215372297835,0.003067484662576687,0.4246575342465753,0.02727272727272727,0.5,120
0.0016012810248198558,0.0,0.14246575342465753,0.049999999999999996,0.0,160
0.0016012810248198558,0.0,0.2410958904109589,0.22272727272727272,0.0,85
0.027221777421937546,0.0,0.0,0.10454545454545454,0.5,85
0.0,0.0,0.0,0.00909090909090909,0.0,80
0.0,0.0,0.1315068493150685,0.09545454545454544,0.0,65
0.023218574859887906,0.0,0.3698630136986301,0.022727272727272728,0.5,220
0.0,0.009202453987730062,0.9506849315068493,0.45454545454545453,0.0,75
0.0008006405124099279,0.003067484662576687,0.0,0.00909090909090909,0.0,65
0.0032025620496397116,0.0,0.0,0.2909090909090909,0.5,350
0.023218574859887906,0.05214723926380368,0.4,0.031818181818181815,0.5,499
0.0008006405124099279,0.0,0.0,0.02727272727272727,0.5,142
0.0008006405124099279,0.0,0.0,0.5318181818181817,0.5,116
0.0008006405124099279,0.003067484662576687,0.052054794520547946,0.39545454545454545,0.0,60
0.0,0.003067484662576687,0.0,0.12727272727272726,0.0,85
0.0016012810248198558,0.0,0.0,0.03636363636363636,0.5,150
0.0008006405124099279,0.0,0.0,0.09999999999999999,0.0,69
0.023218574859887906,0.0,0.0,0.09545454545454544,0.5,70
0.0,0.0,0.0,0.05454545454545454,0.0,100
0.024019215372297835,0.09815950920245399,0.8191780821917808,0.12727272727272726,0.5,190
0.0008006405124099279,0.0,0.0,0.00909090909090909,0.5,99
0.0,0.0,0.7452054794520548,0.19999999999999998,0.0,50
0.004803843074459567,0.0,0.0,0.08636363636363636,0.0,100
0.0,0.006134969325153375,0.9753424657534246,0.8318181818181818,0.0,84
0.0008006405124099279,0.0,0.0,0.01818181818181818,0.0,85
0.0016012810248198558,0.0,0.0,0.09999999999999999,0.5,100
0.0008006405124099279,0.0,0.4383561643835616,0.09999999999999999,0.5,150
0.007205764611689351,0.0,0.0,0.05454545454545454,0.5,80
0.0,0.024539877300613498,0.9945205479452055,0.2545454545454545,0.0,50
0.0008006405124099279,0.006134969325153375,0.010958904109589041,0.09545454545454544,0.0,65
0.0008006405124099279,0.0,0.0,0.00909090909090909,0.5,160
0.0008006405124099279,0.0,0.0,0.14545454545454545,0.5,149
0.0,0.0,0.9342465753424658,0.031818181818181815,0.0,125
0.0,0.0,0.8246575342465754,0.3227272727272727,0.5,890
0.004803843074459567,0.0,0.6958904109589041,0.8545454545454545,0.5,69
0.0,0.003067484662576687,0.7068493150684931,0.12727272727272726,0.0,79
0.0008006405124099279,0.0,0.008219178082191782,0.01818181818181818,0.5,115
0.0016012810248198558,0.0,0.0136986301369863,0.15,0.5,180
0.0,0.0,0.0,0.06818181818181818,0.0,70
0.0008006405124099279,0.012269938650306749,0.3424657534246575,0.1409090909090909,0.0,57
0.0016012810248198558,0.0,0.2547945205479452,0.12727272727272726,0.5,199
0.0,0.0,0.0,0.03636363636363636,0.0,75
0.0016012810248198558,0.0,0.0,0.05454545454545454,0.0,65
0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,250
0.0008006405124099279,0.0,0.0,0.05909090909090909,0.0,102
0.010408326661329063,0.0,0.9095890410958904,0.19999999999999998,0.0,75
0.0016012810248198558,0.0,0.8767123287671232,0.03636363636363636,0.5,550
0.0008006405124099279,0.0,0.9945205479452055,0.35,0.5,500
0.0,0.0,0.5123287671232877,0.12272727272727273,0.5,190
0.023218574859887906,0.009202453987730062,0.8246575342465754,0.09090909090909091,0.5,110
0.0,0.018404907975460124,0.9287671232876712,0.45909090909090905,0.0,100
0.0008006405124099279,0.0,0.008219178082191782,0.5590909090909091,0.0,52
0.0008006405124099279,0.0,0.6109589041095891,0.05454545454545454,0.5,250
0.0008006405124099279,0.0,0.663013698630137,0.11818181818181818,0.0,175
0.0,0.012269938650306749,1.0,0.15,0.5,150
0.0032025620496397116,0.0,0.0,0.09090909090909091,0.0,99
0.0016012810248198558,0.003067484662576687,0.0,0.10909090909090909,0.5,125
0.0008006405124099279,0.0,0.0,0.05454545454545454,0.0,70
0.010408326661329063,0.0,0.0,0.09090909090909091,0.0,49
0.0008006405124099279,0.0,0.0,0.12727272727272726,0.5,200
0.0,0.0,0.0,0.00909090909090909,0.0,49
0.0008006405124099279,0.003067484662576687,1.0,0.05454545454545454,0.0,75
0.023218574859887906,0.3680981595092025,0.9616438356164384,0.004545454545454545,0.5,239
0.0008006405124099279,0.0,0.0958904109589041,0.22272727272727272,0.0,55
0.0,0.003067484662576687,0.0,0.22272727272727272,0.0,55
0.0016012810248198558,0.0,0.18082191780821918,0.13636363636363635,0.0,55
0.0024019215372297837,0.0,0.0,0.06363636363636363,0.5,110
0.0,0.009202453987730062,0.4849315068493151,0.05454545454545454,0.5,2000
0.0016012810248198558,0.0,0.0410958904109589,0.09090909090909091,0.0,59
0.0008006405124099279,0.0,0.46301369863013697,0.17727272727272728,0.5,115
0.0016012810248198558,0.0,0.0,0.05454545454545454,0.5,160
0.009607686148919135,0.0,0.0,0.13636363636363635,0.0,37
0.0016012810248198558,0.0,0.0,0.16363636363636364,0.5,145
0.0,0.006134969325153375,0.0,0.05454545454545454,0.0,80
0.016012810248198558,0.0,0.0,0.17727272727272728,0.5,82
0.0,0.0,0.0,0.2954545454545454,0.0,50
0.0016012810248198558,0.0,0.0,0.05454545454545454,0.5,200
0.0008006405124099279,0.0,0.0,0.031818181818181815,0.5,160
0.0016012810248198558,0.0,0.17534246575342466,0.02727272727272727,0.5,169
0.0016012810248198558,0.0,0.0,0.05454545454545454,0.5,210
0.0008006405124099279,0.0,0.4328767123287671,0.19545454545454544,0.5,525
0.0024019215372297837,0.0,0.016438356164383564,0.10909090909090909,0.0,50
0.0016012810248198558,0.0,0.0,0.09999999999999999,0.5,120
0.0,0.02147239263803681,0.0,0.2909090909090909,0.0,84
0.0016012810248198558,0.0,0.0027397260273972603,0.02727272727272727,0.5,113
0.0008006405124099279,0.0,0.0,0.00909090909090909,0.5,200
0.007205764611689351,0.0,0.0,0.08636363636363636,0.5,150
0.0016012810248198558,0.0,0.019178082191780823,0.23636363636363636,0.5,350
0.0008006405124099279,0.0,0.005479452054794521,0.12272727272727273,0.5,800
0.0,0.003067484662576687,0.4904109589041096,0.20909090909090908,0.0,159
0.0008006405124099279,0.0,0.0,0.10909090909090909,0.5,75
0.0016012810248198558,0.0,0.0136986301369863,0.004545454545454545,0.5,140
0.0008006405124099279,0.0,0.0,0.00909090909090909,0.0,55
0.07125700560448359,0.0,0.473972602739726,0.08636363636363636,0.0,80
0.0008006405124099279,0.0,0.0,0.02727272727272727,0.0,54
0.0016012810248198558,0.0,0.0,0.09090909090909091,0.5,350
0.0,0.003067484662576687,0.08493150684931507,0.22272727272727272,0.0,70
0.004803843074459567,0.015337423312883437,0.8575342465753425,0.3045454545454545,1.0,25
0.0008006405124099279,0.0,0.8602739726027397,0.013636363636363636,0.5,155
0.0,0.006134969325153375,0.10136986301369863,0.11818181818181818,0.0,115
0.0,0.0,0.0,0.05454545454545454,0.0,90
0.0,0.003067484662576687,1.0,0.3181818181818182,0.0,50
0.0008006405124099279,0.0,0.0,0.2409090909090909,0.5,220
0.0008006405124099279,0.0,0.07945205479452055,0.031818181818181815,0.5,190
0.0,0.006134969325153375,0.7890410958904109,0.02727272727272727,0.0,49
0.0,0.0,0.0,0.06818181818181818,0.0,57
0.0024019215372297837,0.003067484662576687,0.0,0.08636363636363636,0.0,49
0.0016012810248198558,0.0,0.0,0.12272727272727273,0.5,900
0.0016012810248198558,0.0,0.9917808219178083,0.22727272727272727,0.5,1500
0.0008006405124099279,0.0,0.19726027397260273,0.19545454545454544,0.5,150
0.0,0.009202453987730062,0.07945205479452055,0.06363636363636363,0.0,69
0.0016012810248198558,0.0,0.0,0.12727272727272726,0.5,110
0.023218574859887906,0.0,0.12876712328767123,0.09999999999999999,0.5,115
0.0,0.003067484662576687,0.0,0.7045454545454545,0.0,750
0.0008006405124099279,0.009202453987730062,0.008219178082191782,0.05454545454545454,0.0,95
0.0,0.003067484662576687,0.0958904109589041,0.24545454545454545,0.0,80
0.0016012810248198558,0.0,0.010958904109589041,0.031818181818181815,0.5,198
0.004803843074459567,0.0,0.9835616438356164,0.08636363636363636,0.0,95
0.0016012810248198558,0.0,0.0,0.09545454545454544,0.5,136
0.0,0.0,0.0,0.08636363636363636,0.0,180
0.0016012810248198558,0.003067484662576687,0.9643835616438357,0.2545454545454545,0.5,130
0.0,0.0,0.005479452054794521,0.06363636363636363,0.5,195
0.0,0.0,0.0,0.05454545454545454,0.0,60
0.0,0.0,0.9260273972602739,0.01818181818181818,0.5,185
0.004803843074459567,0.0,0.0,0.22272727272727272,0.5,80
0.0,0.0,0.0,0.12727272727272726,0.0,80
0.0032025620496397116,0.0,0.0,0.08636363636363636,0.5,175
0.004803843074459567,0.1411042944785276,0.9232876712328767,0.031818181818181815,0.0,62
0.0008006405124099279,0.0,0.12876712328767123,0.7227272727272727,0.5,250
0.0,0.02147239263803681,0.0,0.004545454545454545,0.5,275
0.0008006405124099279,0.0,0.0,0.02727272727272727,0.5,94
0.0008006405124099279,0.0,0.10684931506849316,0.08636363636363636,0.5,136
0.0008006405124099279,0.003067484662576687,0.0,0.08636363636363636,0.0,95
0.0008006405124099279,0.006134969325153375,0.11506849315068493,0.05454545454545454,0.0,69
0.004803843074459567,0.0,0.0,0.02727272727272727,0.0,42
0.0016012810248198558,0.0,0.0,0.08636363636363636,0.5,320
0.0008006405124099279,0.0,0.0,0.02727272727272727,0.0,62
0.0040032025620496394,0.0,0.0,0.11363636363636363,0.5,90
0.0,0.0,0.0,0.08636363636363636,0.5,190
0.0008006405124099279,0.003067484662576687,0.0,0.031818181818181815,0.0,155
0.0,0.0,0.021917808219178082,0.35909090909090907,0.0,49
0.0,0.0,0.0,0.13636363636363635,0.0,60
0.0008006405124099279,0.0,0.0,0.05454545454545454,0.0,60
0.0016012810248198558,0.003067484662576687,0.0,0.02727272727272727,0.5,120
0.023218574859887906,0.0,0.8602739726027397,0.08636363636363636,0.5,139
0.0008006405124099279,0.0,0.1780821917808219,0.3090909090909091,0.5,350
0.0,0.0,0.4301369863013699,0.08636363636363636,0.5,290
0.004803843074459567,0.0,0.0,0.35909090909090907,0.0,45
0.023218574859887906,0.09202453987730062,0.9287671232876712,0.031818181818181815,0.5,125
0.027221777421937546,0.0,0.0,0.5318181818181817,0.5,80
0.0040032025620496394,0.0,0.010958904109589041,0.05454545454545454,0.5,149
0.023218574859887906,0.006134969325153375,0.23013698630136986,0.3318181818181818,1.0,37
0.0008006405124099279,0.0,0.7342465753424657,0.02727272727272727,0.5,149
0.0008006405124099279,0.0,0.016438356164383564,0.03636363636363636,0.0,112
0.0016012810248198558,0.0,0.0,0.07272727272727272,0.5,175
0.0016012810248198558,0.027607361963190184,0.7698630136986302,0.3318181818181818,1.0,40
0.0032025620496397116,0.0,0.0027397260273972603,0.22727272727272727,0.5,221
0.0016012810248198558,0.0,0.9835616438356164,0.05454545454545454,0.5,300
0.0008006405124099279,0.003067484662576687,0.24657534246575344,0.20909090909090908,0.0,75
0.0008006405124099279,0.0,0.0,0.19545454545454544,0.5,195
0.0008006405124099279,0.0,0.016438356164383564,0.02727272727272727,0.5,120
0.0,0.0,0.0,0.03636363636363636,0.5,260
0.0008006405124099279,0.0,0.0,0.10454545454545454,0.0,150
0.024019215372297835,0.09815950920245399,0.8931506849315068,0.12727272727272726,0.5,287
0.0016012810248198558,0.006134969325153375,0.2136986301369863,0.05454545454545454,0.5,172
0.0024019215372297837,0.003067484662576687,0.0,0.09545454545454544,0.0,47
0.0032025620496397116,0.0,0.0,0.03636363636363636,0.0,89
0.004803843074459567,0.0,0.1178082191780822,0.05454545454545454,0.5,160
0.023218574859887906,0.0736196319018405,0.8356164383561644,0.05909090909090909,0.0,48
0.0008006405124099279,0.0,0.9972602739726028,0.00909090909090909,0.0,205
0.0008006405124099279,0.0,0.0,0.08636363636363636,0.5,300
0.007205764611689351,0.0,0.0,0.013636363636363636,0.5,115
0.0032025620496397116,0.0,1.0,0.049999999999999996,0.5,700
0.0016012810248198558,0.0,0.0,0.12727272727272726,0.5,130
0.0016012810248198558,0.0,0.3589041095890411,0.12727272727272726,0.0,42
0.0016012810248198558,0.006134969325153375,0.7561643835616438,0.12272727272727273,0.0,80
0.007205764611689351,0.0,0.0,0.05454545454545454,0.5,78
0.023218574859887906,0.003067484662576687,0.3041095890410959,0.02727272727272727,0.5,100
